,regulator,gene_id,effect
1161,crp,b1276,+
1162,crp,b1298,-
1163,crp,b1299,-
1164,crp,b1300,-
1165,crp,b1301,-
1166,crp,b1302,-
1167,crp,b1304,+-
1168,crp,b1305,+-
1169,crp,b1306,+-
1170,crp,b1307,+-
1171,crp,b1308,-
1172,crp,b1309,+-
1173,crp,b1310,+-
1174,crp,b1311,+-
1175,crp,b1312,+-
1176,crp,b1313,+-
1177,crp,b1314,+-
1178,crp,b1315,+-
1179,crp,b1316,+-
1180,crp,b1317,+-
1181,crp,b1319,+-
1182,crp,b1384,+
1183,crp,b1385,+
1184,crp,b1387,+
1185,crp,b1388,+
1186,crp,b1389,+
1187,crp,b1390,+
1188,crp,b1391,+
1189,crp,b1392,+
1190,crp,b1393,+
1191,crp,b1394,+
1192,crp,b1395,+
1193,crp,b1396,+
1194,crp,b1397,+
1195,crp,b1398,+
1196,crp,b1415,+-
1197,crp,b1420,-
1198,crp,b1421,+-
1199,crp,b1492,-
1200,crp,b1493,-
1201,crp,b1511,+
1202,crp,b1512,+
1203,crp,b1513,+
1204,crp,b1514,+
1205,crp,b1515,+
1206,crp,b1516,+
1207,crp,b1517,+
1208,crp,b1518,+
1209,crp,b1519,+
1210,crp,b1521,+
1211,crp,b1530,+
1212,crp,b1531,+
1213,crp,b1532,+
1214,crp,b1593,+
1215,crp,b1594,+-
1216,crp,b1611,+-
1217,crp,b1612,+-
1218,crp,b1613,+-
1219,crp,b1615,+
1220,crp,b1616,+
1221,crp,b1617,+
1222,crp,b1620,+-
1223,crp,b1621,+
1224,crp,b1622,+
1225,crp,b1656,-
1226,crp,b1733,+
1227,crp,b1734,+
1228,crp,b1735,+
1229,crp,b1736,+
1230,crp,b1737,+
1231,crp,b1738,+
1232,crp,b1761,-
1233,crp,b1777,-
1234,crp,b1778,-
1235,crp,b1779,+
1236,crp,b1805,+
1237,crp,b1817,+-
1238,crp,b1818,+-
1239,crp,b1819,+-
1240,crp,b1823,-
1241,crp,b1824,+-
1242,crp,b1891,+-
1243,crp,b1892,+-
1244,crp,b1900,+
1245,crp,b1901,+
1246,crp,b1955,+
1247,crp,b1976,-
1248,crp,b2009,+
1249,crp,b2074,+-
1250,crp,b2075,+-
1251,crp,b2076,+-
1252,crp,b2077,+-
1253,crp,b2078,+
1254,crp,b2079,+
1255,crp,b2091,+-
1256,crp,b2092,-
1257,crp,b2093,+-
1258,crp,b2094,+-
1259,crp,b2095,+-
1260,crp,b2096,+-
1261,crp,b2127,+
1262,crp,b2143,+-
1263,crp,b2146,+
1264,crp,b2147,+
1265,crp,b2148,+-
1266,crp,b2149,+-
1267,crp,b2150,+-
1268,crp,b2151,+
1269,crp,b2155,+
1270,crp,b2170,-
1271,crp,b2171,+
1272,crp,b2172,-
1273,crp,b2176,-
1274,crp,b2231,+
1275,crp,b2232,+
1276,crp,b2234,+
1277,crp,b2235,+
1278,crp,b2236,+
1279,crp,b2239,+
1280,crp,b2240,+
1281,crp,b2241,+
1282,crp,b2242,+
1283,crp,b2243,+
1284,crp,b2276,+-
1285,crp,b2277,+-
1286,crp,b2278,+-
1287,crp,b2279,+-
1288,crp,b2280,+-
1289,crp,b2281,+-
1290,crp,b2282,+-
1291,crp,b2283,+-
1292,crp,b2284,+-
1293,crp,b2285,+-
1294,crp,b2286,+-
1295,crp,b2287,-
1296,crp,b2288,-
1297,crp,b2344,+
1298,crp,b2365,+
1299,crp,b2366,+
1300,crp,b2392,+
1301,crp,b2393,+
1302,crp,b2398,+-
1303,crp,b2399,-
1304,crp,b2415,+-
1305,crp,b2416,+-
1306,crp,b2417,+-
1307,crp,b2426,-
1308,crp,b2428,+
1309,crp,b2429,+
1310,crp,b2469,-
1311,crp,b2481,+
1312,crp,b2482,+
1313,crp,b2483,+
1314,crp,b2484,+
1315,crp,b2485,+
1316,crp,b2486,+
1317,crp,b2487,+
1318,crp,b2488,+
1319,crp,b2489,+
1320,crp,b2490,+
1321,crp,b2491,+
1322,crp,b2492,+
1323,crp,b2507,+-
1324,crp,b2508,+
1325,crp,b2509,+-
1326,crp,b2535,+
1327,crp,b2570,+
1328,crp,b2571,+
1329,crp,b2572,+
1330,crp,b2573,+
1331,crp,b2579,+
1332,crp,b2584,+
1333,crp,b2597,+-
1334,crp,b2614,+
1335,crp,b2659,+
1336,crp,b2660,+
1337,crp,b2661,+
1338,crp,b2662,+
1339,crp,b2663,+
1340,crp,b2702,+
1341,crp,b2703,+
1342,crp,b2704,+
1343,crp,b2705,+
1344,crp,b2706,+
1345,crp,b2707,+
1346,crp,b2708,+
1347,crp,b2716,+
1348,crp,b2741,+
1349,crp,b2754,-
1350,crp,b2755,-
1351,crp,b2756,-
1352,crp,b2757,-
1353,crp,b2758,-
1354,crp,b2759,-
1355,crp,b2760,-
1356,crp,b2782,+
1357,crp,b2783,+
1358,crp,b2784,+
1359,crp,b2796,-
1360,crp,b2797,-
1361,crp,b2798,+-
1362,crp,b2799,+
1363,crp,b2800,+
1364,crp,b2801,+
1365,crp,b2802,+
1366,crp,b2803,+
1367,crp,b2804,+
1368,crp,b2805,+
1369,crp,b2840,+
1370,crp,b2841,+
1371,crp,b2844,-
1372,crp,b2903,+
1373,crp,b2904,+
1374,crp,b2905,+
1375,crp,b2913,+
1376,crp,b2925,+
1377,crp,b2926,+-
1378,crp,b2927,+-
1379,crp,b2942,-
1380,crp,b2943,+
1381,crp,b2957,+
1382,crp,b2964,+-
1383,crp,b2965,-
1384,crp,b2975,-
1385,crp,b2976,-
1386,crp,b2977,-
1387,crp,b2979,+-
1388,crp,b2980,+-
1389,crp,b3041,-
1390,crp,b3049,+
1391,crp,b3065,-
1392,crp,b3066,+-
1393,crp,b3072,+
1394,crp,b3081,+
1395,crp,b3090,+-
1396,crp,b3091,+-
1397,crp,b3092,+-
1398,crp,b3093,+
1399,crp,b3094,-
1400,crp,b3113,+
1401,crp,b3114,+
1402,crp,b3115,+
1403,crp,b3116,+
1404,crp,b3117,+
1405,crp,b3118,+
1406,crp,b3124,+-
1407,crp,b3125,+-
1408,crp,b3126,-
1409,crp,b3127,-
1410,crp,b3132,+
1411,crp,b3164,-
1412,crp,b3165,-
1413,crp,b3166,+-
1414,crp,b3167,+-
1415,crp,b3168,+-
1416,crp,b3169,+-
1417,crp,b3170,+-
1418,crp,b3172,+-
1419,crp,b3212,-
1420,crp,b3213,-
1421,crp,b3214,-
1422,crp,b3221,+
1423,crp,b3222,+
1424,crp,b3223,+
1425,crp,b3224,+
1426,crp,b3225,+
1427,crp,b3230,-
1428,crp,b3231,-
1429,crp,b3236,+
1430,crp,b3240,+
1431,crp,b3241,+
1432,crp,b3242,+
1433,crp,b3243,-
1434,crp,b3260,+-
1435,crp,b3261,+-
1436,crp,b3356,+-
1437,crp,b3357,+-
1438,crp,b3358,-
1439,crp,b3360,+-
1440,crp,b3361,+
1441,crp,b3362,+-
1442,crp,b3363,+-
1443,crp,b3364,+
1444,crp,b3365,-
1445,crp,b3366,-
1446,crp,b3367,-
1447,crp,b3368,-
1448,crp,b3392,+
1449,crp,b3393,+
1450,crp,b3394,+
1451,crp,b3395,+
1452,crp,b3403,+-
1453,crp,b3404,+-
1454,crp,b3405,+-
1455,crp,b3413,+
1456,crp,b3414,+
1457,crp,b3415,+
1458,crp,b3418,+
1459,crp,b3424,+
1460,crp,b3425,+
1461,crp,b3426,+
1462,crp,b3428,+
1463,crp,b3429,+
1464,crp,b3430,+
1465,crp,b3437,+
1466,crp,b3439,+
1467,crp,b3440,+-
1468,crp,b3449,+
1469,crp,b3450,+
1470,crp,b3451,+
1471,crp,b3452,+
1472,crp,b3453,+
1473,crp,b3461,+-
1474,crp,b3512,-
1475,crp,b3513,-
1476,crp,b3514,-
1477,crp,b3516,-
1478,crp,b3517,-
1479,crp,b3528,+
1480,crp,b3546,-
1481,crp,b3556,-
1482,crp,b3564,+
1483,crp,b3565,+
1484,crp,b3566,+
1485,crp,b3567,+
1486,crp,b3568,+
1487,crp,b3569,+
1488,crp,b3571,+
1489,crp,b3574,-
1490,crp,b3575,+
1491,crp,b3576,+
1492,crp,b3577,+
1493,crp,b3578,+
1494,crp,b3579,+
1495,crp,b3580,+
1496,crp,b3581,+
1497,crp,b3582,+
1498,crp,b3583,+
1499,crp,b3588,+
1500,crp,b3597,+-
1501,crp,b3598,+
1502,crp,b3599,+
1503,crp,b3600,+
1504,crp,b3601,+
1505,crp,b3603,-
1506,crp,b3604,+-
1507,crp,b3605,+-
1508,crp,b3608,+
1509,crp,b3609,+
1510,crp,b3666,+
1511,crp,b3667,+-
1512,crp,b3668,+-
1513,crp,b3669,+-
1514,crp,b3670,+-
1515,crp,b3671,+-
1516,crp,b3672,+-
1517,crp,b3707,+-
1518,crp,b3708,+-
1519,crp,b3709,+
1520,crp,b3721,+
1521,crp,b3722,+
1522,crp,b3723,+
1523,crp,b3748,+-
1524,crp,b3749,+-
1525,crp,b3750,+-
1526,crp,b3751,+-
1527,crp,b3752,+
1528,crp,b3753,+
1529,crp,b3781,-
1530,crp,b3806,-
1531,crp,b3830,+
1532,crp,b3831,+-
1533,crp,b3832,-
1534,crp,b3868,+-
1535,crp,b3869,+-
1536,crp,b3870,+-
1537,crp,b3892,+-
1538,crp,b3893,+-
1539,crp,b3894,-
1540,crp,b3902,+
1541,crp,b3903,+
1542,crp,b3904,+
1543,crp,b3905,+
1544,crp,b3906,+
1545,crp,b3907,+
1546,crp,b3908,+
1547,crp,b3925,+
1548,crp,b3926,+
1549,crp,b3927,+
1550,crp,b3934,+-
1551,crp,b3961,+
1552,crp,b4000,+
1553,crp,b4003,+
1554,crp,b4004,+
1555,crp,b4014,-
1556,crp,b4015,-
1557,crp,b4016,-
1558,crp,b4030,-
1559,crp,b4032,+-
1560,crp,b4033,+-
1561,crp,b4034,+-
1562,crp,b4035,+-
1563,crp,b4036,+-
1564,crp,b4037,+-
1565,crp,b4067,+
1566,crp,b4068,+
1567,crp,b4069,+
1568,crp,b4111,+-
1569,crp,b4118,+-
1570,crp,b4119,+
1571,crp,b4120,+
1572,crp,b4122,+
1573,crp,b4123,+
1574,crp,b4124,+
1575,crp,b4138,+
1576,crp,b4139,+-
1577,crp,b4172,-
1578,crp,b4173,-
1579,crp,b4174,-
1580,crp,b4175,-
1581,crp,b4193,+
1582,crp,b4194,+
1583,crp,b4195,+
1584,crp,b4196,+
1585,crp,b4197,+
1586,crp,b4198,+
1587,crp,b4200,+
1588,crp,b4201,+
1589,crp,b4202,+
1590,crp,b4203,+
1591,crp,b4213,+-
1592,crp,b4214,+
1593,crp,b4233,+
1594,crp,b4239,-
1595,crp,b4240,-
1596,crp,b4264,+
1597,crp,b4265,+
1598,crp,b4266,+
1599,crp,b4267,+
1600,crp,b4268,+
1601,crp,b4287,+
1602,crp,b4288,+
1603,crp,b4289,+
1604,crp,b4290,+
1605,crp,b4291,+
1606,crp,b4306,+-
1607,crp,b4307,+-
1608,crp,b4309,+
1609,crp,b4310,+
1610,crp,b4311,+
1611,crp,b4321,+
1612,crp,b4322,+
1613,crp,b4323,+
1614,crp,b4324,+
1615,crp,b4354,+
1616,crp,b4357,+
1617,crp,b4376,+-
1618,crp,b4379,+-
1619,crp,b4380,-
1620,crp,b4381,+-
1621,crp,b4382,+-
1622,crp,b4383,+-
1623,crp,b4384,+-
1624,crp,b4406,-
1625,crp,b4428,-
1626,crp,b4432,-
1627,crp,b4438,-
1628,crp,b4451,+
1629,crp,b4460,+
1630,crp,b4467,+-
1631,crp,b4468,+-
1632,crp,b4471,+
1633,crp,b4476,+
1634,crp,b4502,+
1635,crp,b4512,-
1636,crp,b4524,+-
1637,crp,b4566,+-
1638,crp,b4568,+
1639,crp,b4618,-
1640,crp,b4663,-
1641,crp,b4671,+
1642,csgD,b0237,-
1643,csgD,b0382,+
1644,csgD,b0385,+
1645,csgD,b0964,+
1646,csgD,b1003,+
1647,csgD,b1004,+
1648,csgD,b1037,+
1649,csgD,b1038,+
1650,csgD,b1039,+
1651,csgD,b1040,+
1652,csgD,b1041,+
1653,csgD,b1042,+
1654,csgD,b1043,+
1655,csgD,b1070,-
1656,csgD,b1071,-
1657,csgD,b1920,-
1658,csgD,b1921,-
1659,csgD,b1922,-
1660,csgD,b1937,-
1661,csgD,b1938,-
1662,csgD,b1939,-
1663,csgD,b1940,-
1664,csgD,b1941,-
1665,csgD,b1942,-
1666,csgD,b1943,-
1667,csgD,b3156,-
1668,csgD,b3157,-
1669,csgD,b3661,+
1670,csiR,b2659,-
1671,csiR,b2660,-
1672,csiR,b2661,-
1673,csiR,b2662,-
1674,csiR,b2663,-
1675,cspA,b1237,+
1676,cspA,b2231,+
1677,cueR,b0123,+
1678,cueR,b0484,+
1679,cueR,b0781,-
1680,cueR,b0782,-
1681,cueR,b0783,-
1682,cueR,b0784,-
1683,cueR,b0785,-
1684,cusR,b0428,+
1685,cusR,b0429,+
1686,cusR,b0430,+
1687,cusR,b0431,+
1688,cusR,b0432,+
1689,cusR,b0570,+
1690,cusR,b0571,+
1691,cusR,b0572,+
1692,cusR,b0573,+
1693,cusR,b0574,+
1694,cusR,b0575,+
1695,cusR,b1970,+
1696,cynR,b0338,-
1697,cynR,b0339,+
1698,cynR,b0340,+
1699,cynR,b0341,+
1700,cysB,b0365,+
1701,cysB,b0366,+
1702,cysB,b0367,+
1703,cysB,b0368,+
1704,cysB,b0602,+
1705,cysB,b0933,-
1706,cysB,b0934,-
1707,cysB,b0935,-
1708,cysB,b0936,-
1709,cysB,b0937,-
1710,cysB,b1275,-
1711,cysB,b1287,+
1712,cysB,b1379,-
1713,cysB,b1535,+
1714,cysB,b1729,+
1715,cysB,b1810,+
1716,cysB,b1920,+
1717,cysB,b1987,+
1718,cysB,b2414,+
1719,cysB,b2421,+
1720,cysB,b2422,+
1721,cysB,b2423,+
1722,cysB,b2424,+
1723,cysB,b2425,+
1724,cysB,b2750,+
1725,cysB,b2751,+
1726,cysB,b2752,+
1727,cysB,b2762,+
1728,cysB,b2763,+
1729,cysB,b2764,+
1730,cysB,b2852,+
1731,cytR,b0411,-
1732,cytR,b1036,-
1733,cytR,b2143,-
1734,cytR,b2393,-
1735,cytR,b2964,-
1736,cytR,b3363,-
1737,cytR,b3461,-
1738,cytR,b3831,-
1739,cytR,b3934,-
1740,cytR,b4381,-
1741,cytR,b4382,-
1742,cytR,b4383,-
1743,cytR,b4384,-
1744,dcuR,b0619,+
1745,dcuR,b0620,+
1746,dcuR,b3528,+
1747,dcuR,b4122,+
1748,dcuR,b4123,+
1749,dcuR,b4151,+
1750,dcuR,b4152,+
1751,dcuR,b4153,+
1752,dcuR,b4154,+
1753,deoR,b0411,-
1754,deoR,b2964,-
1755,deoR,b4381,-
1756,deoR,b4382,-
1757,deoR,b4383,-
1758,deoR,b4384,-
1759,dhaR,b1198,+
1760,dhaR,b1199,+
1761,dhaR,b1200,+
1762,dhaR,b1201,-
1763,dicA,b1567,-
1764,dicA,b1568,-
1765,dicA,b1569,-
1766,dicA,b1575,-
1767,dicA,b1576,-
1768,dinJ;yafQ,b0225,-
1769,dinJ;yafQ,b0226,-
1770,dinJ;yafQ,b0623,-
1771,dnaA,b1415,-
1772,dnaA,b2234,+-
1773,dnaA,b2235,+-
1774,dnaA,b2236,+-
1775,dnaA,b2507,-
1776,dnaA,b2508,-
1777,dnaA,b3461,-
1778,dnaA,b3700,+-
1779,dnaA,b3701,+-
1780,dnaA,b3702,+-
1781,dnaA,b3863,+
1782,dnaA,b4670,-
1783,dpiA,b0564,-
1784,dpiA,b0613,+
1785,dpiA,b0614,+
1786,dpiA,b0615,+
1787,dpiA,b0616,+
1788,dpiA,b0617,+
1789,dpiA,b0618,+
1790,dpiA,b0619,+
1791,dpiA,b0620,+
1792,dpiA,b3093,+
1793,dpiA,b3236,+
1794,dsdC,b2364,-
1795,dsdC,b2365,+
1796,dsdC,b2366,+
1797,envR,b0462,-
1798,envR,b0463,-
1799,envY,b0929,+
1800,envY,b2215,+
1801,evgA,b1499,+
1802,evgA,b1500,+
1803,evgA,b1501,+
1804,evgA,b2085,+
1805,evgA,b2367,+
1806,evgA,b2368,+
1807,evgA,b2369,+
1808,evgA,b2370,+
1809,evgA,b2371,+
1810,evgA,b2372,+
1811,evgA,b2373,+
1812,evgA,b2374,+
1813,evgA,b2375,+
1814,evgA,b2470,+
1815,evgA,b3512,+
1816,evgA,b3513,+
1817,evgA,b3514,+
1818,exuR,b1521,-
1819,exuR,b3091,-
1820,exuR,b3092,-
1821,exuR,b3093,-
1822,exuR,b3094,-
1823,exuR,b4322,-
1824,exuR,b4323,-
1825,exuR,b4324,-
1826,exuR,b4357,-
1827,fabR,b0954,-
1828,fabR,b2323,-
1829,fadR,b0185,+
1830,fadR,b0221,-
1831,fadR,b0443,-
1832,fadR,b0954,+
1833,fadR,b1091,+
1834,fadR,b1092,+
1835,fadR,b1093,+
1836,fadR,b1187,+
1837,fadR,b1288,+
1838,fadR,b1805,-
1839,fadR,b2316,+
1840,fadR,b2323,+
1841,fadR,b2341,-
1842,fadR,b2342,-
1843,fadR,b2344,-
1844,fadR,b3081,-
1845,fadR,b3255,+
1846,fadR,b3256,+
1847,fadR,b3495,-
1848,fadR,b3845,-
1849,fadR,b3846,-
1850,fadR,b4018,+
1851,feaR,b1385,+
1852,feaR,b1386,+
1853,fecI,b4287,+
1854,fecI,b4288,+
1855,fecI,b4289,+
1856,fecI,b4290,+
1857,fecI,b4291,+
1858,fhlA,b2481,+
1859,fhlA,b2482,+
1860,fhlA,b2483,+
1861,fhlA,b2484,+
1862,fhlA,b2485,+
1863,fhlA,b2486,+
1864,fhlA,b2487,+
1865,fhlA,b2488,+
1866,fhlA,b2489,+
1867,fhlA,b2490,+
1868,fhlA,b2491,+
1869,fhlA,b2492,+
1870,fhlA,b2712,+
1871,fhlA,b2713,+
1872,fhlA,b2717,+
1873,fhlA,b2718,+
1874,fhlA,b2719,+
1875,fhlA,b2720,+
1876,fhlA,b2721,+
1877,fhlA,b2722,+
1878,fhlA,b2723,+
1879,fhlA,b2724,+
1880,fhlA,b2725,+
1881,fhlA,b2726,+
1882,fhlA,b2727,+
1883,fhlA,b2728,+
1884,fhlA,b2729,+
1885,fhlA,b2730,+
1886,fhlA,b2731,+
1887,fhlA,b4079,+
1888,fis,b0032,+
1889,fis,b0033,+
1890,fis,b0049,+
1891,fis,b0050,+
1892,fis,b0051,+
1893,fis,b0052,+
1894,fis,b0116,+
1895,fis,b0118,-
1896,fis,b0405,+
1897,fis,b0428,+
1898,fis,b0429,+
1899,fis,b0430,+
1900,fis,b0431,+
1901,fis,b0432,+
1902,fis,b0440,-
1903,fis,b0809,-
1904,fis,b0812,-
1905,fis,b0894,-
1906,fis,b0895,-
1907,fis,b0896,-
1908,fis,b0903,-
1909,fis,b0945,-
1910,fis,b0972,-
1911,fis,b0973,-
1912,fis,b0974,-
1913,fis,b0975,-
1914,fis,b0976,-
1915,fis,b0977,-
1916,fis,b0999,-
1917,fis,b1000,-
1918,fis,b1101,+-
1919,fis,b1109,+-
1920,fis,b1182,-
1921,fis,b1223,-
1922,fis,b1224,-
1923,fis,b1225,-
1924,fis,b1226,-
1925,fis,b1227,-
1926,fis,b1229,+
1927,fis,b1237,+
1928,fis,b1241,+
1929,fis,b1274,+-
1930,fis,b1335,-
1931,fis,b1421,+
1932,fis,b1480,+
1933,fis,b1492,-
1934,fis,b1493,-
1935,fis,b1530,+
1936,fis,b1531,+
1937,fis,b1532,+
1938,fis,b1552,-
1939,fis,b1566,+
1940,fis,b1732,-
1941,fis,b1739,-
1942,fis,b1796,-
1943,fis,b1797,-
1944,fis,b2148,-
1945,fis,b2149,-
1946,fis,b2231,-
1947,fis,b2234,+
1948,fis,b2235,+
1949,fis,b2236,+
1950,fis,b2239,+
1951,fis,b2240,+
1952,fis,b2241,+
1953,fis,b2242,+
1954,fis,b2243,+
1955,fis,b2276,+
1956,fis,b2277,+
1957,fis,b2278,+
1958,fis,b2279,+
1959,fis,b2280,+
1960,fis,b2281,+
1961,fis,b2282,+
1962,fis,b2283,+
1963,fis,b2284,+
1964,fis,b2285,+
1965,fis,b2286,+
1966,fis,b2287,+
1967,fis,b2288,+
1968,fis,b2400,-
1969,fis,b2507,-
1970,fis,b2508,-
1971,fis,b2579,+
1972,fis,b2781,+
1973,fis,b2782,+
1974,fis,b2783,+
1975,fis,b2912,+-
1976,fis,b2957,-
1977,fis,b2980,-
1978,fis,b3073,?
1979,fis,b3164,+
1980,fis,b3165,+
1981,fis,b3166,+
1982,fis,b3167,+
1983,fis,b3168,+
1984,fis,b3169,+
1985,fis,b3170,+
1986,fis,b3221,-
1987,fis,b3222,-
1988,fis,b3223,-
1989,fis,b3224,-
1990,fis,b3225,-
1991,fis,b3230,-
1992,fis,b3231,-
1993,fis,b3260,-
1994,fis,b3261,-
1995,fis,b3357,-
1996,fis,b3365,-
1997,fis,b3366,-
1998,fis,b3367,-
1999,fis,b3368,-
2000,fis,b3516,-
2001,fis,b3517,-
2002,fis,b3556,+
2003,fis,b3566,-
2004,fis,b3567,-
2005,fis,b3568,-
2006,fis,b3569,-
2007,fis,b3588,-
2008,fis,b3599,-
2009,fis,b3600,-
2010,fis,b3601,-
2011,fis,b3699,-
2012,fis,b3721,-
2013,fis,b3722,-
2014,fis,b3723,-
2015,fis,b3845,+
2016,fis,b3846,+
2017,fis,b3868,+
2018,fis,b3869,+
2019,fis,b3870,+
2020,fis,b3965,+
2021,fis,b3980,+
2022,fis,b4000,+
2023,fis,b4032,+
2024,fis,b4033,+
2025,fis,b4034,+
2026,fis,b4067,-
2027,fis,b4068,-
2028,fis,b4069,-
2029,fis,b4070,-
2030,fis,b4071,-
2031,fis,b4072,-
2032,fis,b4073,-
2033,fis,b4074,-
2034,fis,b4075,-
2035,fis,b4076,-
2036,fis,b4111,+
2037,fis,b4122,-
2038,fis,b4219,-
2039,fis,b4376,-
2040,fis,b4381,+
2041,fis,b4382,+
2042,fis,b4383,+
2043,fis,b4384,+
2044,flhD;flhC,b0652,+
2045,flhD;flhC,b0653,+
2046,flhD;flhC,b0654,+
2047,flhD;flhC,b0655,+
2048,flhD;flhC,b1070,+
2049,flhD;flhC,b1071,+
2050,flhD;flhC,b1072,+
2051,flhD;flhC,b1073,+
2052,flhD;flhC,b1074,+
2053,flhD;flhC,b1075,+
2054,flhD;flhC,b1076,+
2055,flhD;flhC,b1077,+
2056,flhD;flhC,b1078,+
2057,flhD;flhC,b1079,+
2058,flhD;flhC,b1080,+
2059,flhD;flhC,b1081,+
2060,flhD;flhC,b1082,+
2061,flhD;flhC,b1083,+
2062,flhD;flhC,b1194,+
2063,flhD;flhC,b1878,+
2064,flhD;flhC,b1879,+
2065,flhD;flhC,b1880,+
2066,flhD;flhC,b1904,+
2067,flhD;flhC,b1920,+
2068,flhD;flhC,b1921,+
2069,flhD;flhC,b1922,+
2070,flhD;flhC,b1924,+
2071,flhD;flhC,b1925,+
2072,flhD;flhC,b1926,+
2073,flhD;flhC,b1937,+
2074,flhD;flhC,b1938,+
2075,flhD;flhC,b1939,+
2076,flhD;flhC,b1940,+
2077,flhD;flhC,b1941,+
2078,flhD;flhC,b1942,+
2079,flhD;flhC,b1943,+
2080,flhD;flhC,b1944,+
2081,flhD;flhC,b1945,+
2082,flhD;flhC,b1946,+
2083,flhD;flhC,b1947,+
2084,flhD;flhC,b1948,+
2085,flhD;flhC,b1949,+
2086,flhD;flhC,b1950,+
2087,flhD;flhC,b2148,-
2088,flhD;flhC,b2149,-
2089,flhD;flhC,b2150,-
2090,flhD;flhC,b2194,+
2091,flhD;flhC,b2195,+
2092,flhD;flhC,b2196,+
2093,flhD;flhC,b2197,+
2094,flhD;flhC,b2198,+
2095,flhD;flhC,b2199,+
2096,flhD;flhC,b2200,+
2097,flhD;flhC,b2201,+
2098,flhD;flhC,b2202,+
2099,flhD;flhC,b2203,+
2100,flhD;flhC,b2204,+
2101,flhD;flhC,b2205,+
2102,flhD;flhC,b2206,+
2103,flhD;flhC,b2207,+
2104,flhD;flhC,b2208,+
2105,flhD;flhC,b2241,+
2106,flhD;flhC,b2242,+
2107,flhD;flhC,b2243,+
2108,flhD;flhC,b2712,+
2109,flhD;flhC,b2713,+
2110,flhD;flhC,b2737,+
2111,flhD;flhC,b2822,+
2112,flhD;flhC,b2823,+
2113,flhD;flhC,b2824,+
2114,flhD;flhC,b2825,+
2115,flhD;flhC,b2826,+
2116,flhD;flhC,b3236,-
2117,flhD;flhC,b3525,+
2118,flhD;flhC,b4070,+
2119,flhD;flhC,b4071,+
2120,flhD;flhC,b4072,+
2121,flhD;flhC,b4073,+
2122,flhD;flhC,b4074,+
2123,flhD;flhC,b4075,+
2124,flhD;flhC,b4076,+
2125,fliA,b0154,+
2126,fliA,b0245,+
2127,fliA,b0246,+
2128,fliA,b0247,+
2129,fliA,b0248,+
2130,fliA,b0249,+
2131,fliA,b0250,+
2132,fliA,b0763,+
2133,fliA,b0764,+
2134,fliA,b0765,+
2135,fliA,b1070,+
2136,fliA,b1071,+
2137,fliA,b1082,+
2138,fliA,b1083,+
2139,fliA,b1194,+
2140,fliA,b1207,+
2141,fliA,b1208,+
2142,fliA,b1209,+
2143,fliA,b1243,+
2144,fliA,b1244,+
2145,fliA,b1245,+
2146,fliA,b1246,+
2147,fliA,b1247,+
2148,fliA,b1421,+
2149,fliA,b1566,+
2150,fliA,b1742,+
2151,fliA,b1760,+
2152,fliA,b1881,+
2153,fliA,b1882,+
2154,fliA,b1883,+
2155,fliA,b1884,+
2156,fliA,b1885,+
2157,fliA,b1886,+
2158,fliA,b1887,+
2159,fliA,b1888,+
2160,fliA,b1889,+
2161,fliA,b1890,+
2162,fliA,b1915,+
2163,fliA,b1920,+
2164,fliA,b1921,+
2165,fliA,b1922,+
2166,fliA,b1923,+
2167,fliA,b1924,+
2168,fliA,b1925,+
2169,fliA,b1926,+
2170,fliA,b1937,+
2171,fliA,b1938,+
2172,fliA,b1939,+
2173,fliA,b1940,+
2174,fliA,b1941,+
2175,fliA,b1942,+
2176,fliA,b1943,+
2177,fliA,b1944,+
2178,fliA,b1945,+
2179,fliA,b1946,+
2180,fliA,b1947,+
2181,fliA,b1948,+
2182,fliA,b1949,+
2183,fliA,b1950,+
2184,fliA,b2737,+
2185,fliA,b2822,+
2186,fliA,b2823,+
2187,fliA,b2824,+
2188,fliA,b2825,+
2189,fliA,b2826,+
2190,fliA,b3072,+
2191,fliA,b3525,+
2192,fliA,b4083,+
2193,fliA,b4109,+
2194,fliA,b4110,+
2195,fliA,b4355,+
2196,fliA,b4504,+
2197,fliZ,b1037,-
2198,fliZ,b1038,-
2199,fliZ,b1039,-
2200,fliZ,b1040,-
2201,fliZ,b1041,-
2202,fliZ,b1042,-
2203,fliZ,b1043,-
2204,fliZ,b1285,-
2205,fliZ,b1492,-
2206,fliZ,b1493,-
2207,fliZ,b1891,-
2208,fliZ,b1892,-
2209,fliZ,b2127,-
2210,fliZ,b3508,-
2211,fliZ,b3509,-
2212,fliZ,b3510,-
2213,fliZ,b3512,-
2214,fliZ,b3513,-
2215,fliZ,b3514,-
2216,fliZ,b4376,-
2217,fnr,b0001,+
2218,fnr,b0002,+
2219,fnr,b0003,+
2220,fnr,b0004,+
2221,fnr,b0034,+
2222,fnr,b0035,+
2223,fnr,b0036,+
2224,fnr,b0037,+
2225,fnr,b0038,+
2226,fnr,b0039,+
2227,fnr,b0040,+
2228,fnr,b0041,+
2229,fnr,b0042,+
2230,fnr,b0043,+
2231,fnr,b0044,+
2232,fnr,b0112,+
2233,fnr,b0113,+-
2234,fnr,b0114,+-
2235,fnr,b0115,+-
2236,fnr,b0116,+-
2237,fnr,b0167,+-
2238,fnr,b0197,+
2239,fnr,b0198,+
2240,fnr,b0199,+
